file_id	source_id	id_lotto	cig	oggetto	sceltaContraente	importoAggiudicazione	importoSommeLiquidate	cfStrutturaProponente	strutturaProponente	dataInizio	dataUltimazione	dataUltimoAggiornamentoDataset
7ef6205993d555649d9a65f0f6109aa9	01151150867	26a6479d9112117b4c4909fc7dab793bfd9fc8e1	53852110B4	FORNITURA DI N.1 TOMOGRAFO A COERENZA OTTICA OCT SLO OPKO/OTOS	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	44900.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-06-17	2014-12-31	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	6ef3972a595080e3a26796a9eddb5ac795c98932	5412137CBA	ROFOR - ACQUISTO DI UN FRIGO PORTATILE PER IL CENTRO TRASFUSIONALE DI NICOSIA	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	1199.0	1199.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-01-27		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	c195a96dae680a678297c4c962028a9280f8fd5d	5412185459	DITTA M.P.I.M. - ACQUISTO CENTRIFUGA PER IL CENTRO TRASFUSIONALE DI NICOSIA	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	1579.0	1579.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-01-27		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	9a53ac2ed51320b55a7e852bb8ddbf78e21dc921	556299370B	SERVIZIO SOSTITUTIVO DI MENSA MEDIANTE BUONI PASTO CONSIP 6	01-PROCEDURA APERTA	102119.24	102000.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-01-27		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	8e8d3043d0efa03974f441c36126de501250c838	56240801A3	TERAPIA NUTRIZIONALE	06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006	45406.0	6807.4	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-02-03	2014-12-31	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	cf2cf43e1680861a2cd7fc0e8372b8465a188a8e	5627768511	PROCEDURA APERTA PER L'ACQUISIZIONE DI CANCELLERIA, SUPPORTI MECCANOGRAFICI, MATERIALE IGIENE, PULIZIA E CONVIVENZA E STAMPATI - FABBISOGNO MESI 36 - LOTTO N.1 CANCELLERIA	01-PROCEDURA APERTA	125111.67	11986.22	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-07-01	2017-06-30	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	a7693d73da0d1c92bdc08a3fa10a0454e80763c4	562780646D	PROCEDURA APERTA PER L'ACQUISIZIONE DI CANCELLERIA, SUPPORTI MECCANOGRAFICI, MATERIALE IGIENE, PULIZIA E CONVIVENZA E STAMPATI - FABBISOGNO MESI 36 - LOTTO N.2 CARTA PER FOTOCOPIE	01-PROCEDURA APERTA	105393.48	12454.42	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-07-01	2017-06-30	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	8678ee5917e7c9b2f42c28ae643cdee4bd5e96de	56278622A4	PROCEDURA APERTA PER L'ACQUISIZIONE DI CANCELLERIA, SUPPORTI MECCANOGRAFICI, MATERIALE IGIENE, PULIZIA E CONVIVENZA E STAMPATI - FABBISOGNO MESI 36 - LOTTO N.3 SUPPORTI MECCANOGRAFICI	01-PROCEDURA APERTA	318000.0	9350.12	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-07-01	2017-06-30	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	df337866c0f371b492166d83625c8a7f9ce0f062	5627913CB7	PROCEDURA APERTA PER L'ACQUISIZIONE DI CANCELLERIA, SUPPORTI MECCANOGRAFICI, MATERIALE IGIENE, PULIZIA E CONVIVENZA E STAMPATI - FABBISOGNO MESI 36 - LOTTO N.4 MATERIALE IGIENE E PULIZIA - (CARTA)	01-PROCEDURA APERTA	278378.7	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-07-01	2017-06-30	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	16b005a03027c899fbf79ecb55b5df84e752f65a	5627960383	PROCEDURA APERTA PER L'ACQUISIZIONE DI CANCELLERIA, SUPPORTI MECCANOGRAFICI, MATERIALE IGIENE, PULIZIA E CONVIVENZA E STAMPATI - FABBISOGNO MESI 36 - LOTTO N.5 MATERIALE IGIENE E PULIZIA (SACCHI)	01-PROCEDURA APERTA	94455.0	9167.9	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-07-01	2017-06-30	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	db11fad36b358ea1aa759eb3e7f40d86d2c5ce21	5628006977	PROCEDURA APERTA PER L'ACQUISIZIONE DI CANCELLERIA, SUPPORTI MECCANOGRAFICI, MATERIALE IGIENE, PULIZIA E CONVIVENZA E STAMPATI - FABBISOGNO MESI 36 - LOTTO N.6 MATERIALE IGIENE E PULIZIA (DETERSIVI)	01-PROCEDURA APERTA	106596.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-07-01	2017-06-30	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	b1458de1090d57772b7471356009859145fe55af	5628058462	PROCEDURA APERTA PER L'ACQUISIZIONE DI CANCELLERIA, SUPPORTI MECCANOGRAFICI, MATERIALE IGIENE, PULIZIA E CONVIVENZA E STAMPATI - FABBISOGNO MESI 36 - LOTTO N.7 MATERIALE DI CONVIVENZA	01-PROCEDURA APERTA	23113.05	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-07-01	2017-06-30	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	898ccd2310c0eecaf6f181e7560efb3913109d37	5628087C4E	PROCEDURA APERTA PER L'ACQUISIZIONE DI CANCELLERIA, SUPPORTI MECCANOGRAFICI, MATERIALE IGIENE, PULIZIA E CONVIVENZA E STAMPATI - FABBISOGNO MESI 36 - LOTTO N.8 STAMPATI	01-PROCEDURA APERTA	360000.0	1016.73	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-07-01	2017-06-30	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	10b44dd91275a85ed4dabc2b1f70ea2e3b822658	5688913F81	FORNITURA DI N.2 CONGELATORI PER PLASMA PRESSO S.I.M.T. DI ENNA E PIAZZA ARMERINA	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	89000.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-06-18	2014-12-31	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	0bdfa1bc33bf526641ff73ed8a85d66ff4b98bb8	570383056A	ADESIONE CONVENZIONE CONSIP PER FORNITURA PRESIDI CONTROLLO GLICEMIA	01-PROCEDURA APERTA	5880.0	12340.2	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-04-16	2014-12-31	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	9a604ac63d064b363ea83676306e1cf6c383f371	5732707B76	RINNOVO CONTRATTO MANUTENZIONE E ASSISTENZA EMONET	06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006	14294.08	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-05-14	2014-12-31	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	f56032734dbeffc209cb0d0d80028c147f77d52c	5732714140	RINNOVO CONTRATTO MANUTENZIONE E ASSISTENZA EMONET	06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006	13206.08	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-05-14	2014-12-31	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	511e6aae10c9324876a9977f3f13925cdf88c81a	573271955F	RINNOVO CONTRATTO MANUTENZIONE E ASSISTENZA EMONET	06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006	13511.08	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-05-14	2014-12-31	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	2552c396f31953c08eca082630adc0504d4d86a2	5758979BCD	LOTTO 1 ACQUISTO APPLICATORI DI CLIP	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	705.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	581c08ceb2f0ff6571f4f5754563770a1f0a8154	575912544B	LOTTO 3 ACQUISTO CANNULE	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	5760.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	3be498a91639b4b685e5c74610f0388342ddaf7f	5759188847	LOTTO 7 ACQUISTO PROTEAI ESOFAGEE	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	1795.36	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	592f37e5fc0987f61040d65138f1ccb304e6f7f4	575919808A	LOTTO 8 ACQUISTO STENT ESOFAGEO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	3300.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	05e034ff4a691fc6cb5d4ffa41102f445974c349	5759211B41	LOTTO 9 ACQUISTO PROTESI COLON RETTALI	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	1795.36	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	fcee5298e3815f40de92a324051acfbde02fb496	57592245FD	LOTTO 10 ACQUISTO STENT METALLICI PER USO RETTALE	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	2100.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	12caa353d5ed485c30547679386b52c6f437433b	5759497746	LOTTO 14 ACQUISTO PINZA BIOPTICA	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	1507.44	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	b8d3cb34facd6b2a01ca6cb4ee7e9e5464861ccf	575954708B	LOTTO 16 ACQUISTO CESTELLO DA RECUPERO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	986.1	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	06083c95b43cd01ca3d5eab9e2d5057a3d7e0dd8	5759563DBB	LOTTO 17 ACQUISTO PINZA PLURIUSO DA RECUPERO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	980.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	750da29696c2df71eee600d519befcc1b9360b67	5759580BC3	LOTTO 18 ACQUISTO FORBICI PER LOOP PLURIUSO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	409.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	d187f7139966468c060e2123eb980f6e3831a258	575960720E	LOTTO 19 ACQUISTO CAPPUCCI PER ESTRAZIONE LAME	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	88.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	b8bc4e377b0c203616ca65f1d177f9894a555f3d	575962728F	LOTTO 20 ACQUISTO AGO PER INIEZIONE MONOUSO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	212.8	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	1ae0b90cd28d70a1a3f9ac4268b4d864eb978278	57596548D5	LOTTO 21 ACQUISTO ANSE MONOUSO OVALI STANDARD	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	356.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	49e6ab19274b1d5cd3f334c135a50f8fed37bd7c	57597632CA	LOTTO 22 ACQUISTO MINI ANSA DA POLIPECTOMIA A FREDDO MONOUSO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	285.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	73ef670c445028291128dc259fc70cd2ea2eff31	5759816E83	LOTTO 25 ACQUISTO PALLONI MONOUSO PER DILATAZIONE ESOFAGEA	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	3618.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	3a7236b72059c759698e99ac08c08db8e2f5a321	5759834D5E	LOTTO 26 ACQUISTO CESTELLO DA RECUPERO MONOUSO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	575.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	a4b59bdfff82b922ee5125ec5705f9a459441e69	57598434CE	LOTTO 27 ACQUISTO CESTELLO DA RECUPERO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	5200.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	e45cd8711fdc0b5835ad562136862a32c8de8973	575985705D	LOTTO 28 ACQUISTO CATETERE A PALLONCINO RADIOPACO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	2280.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	460a69455015b0a4fbe7022f98f186e23fad2b14	5759874E60	LOTTO 29 ACQUISTO LITOTRITORI PREMONTATI MONOUSO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	1230.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	a62b96de1b7a2b573f4c8a4c1c8c0e7d7a239e60	5759879284	LOTTO 30 ACQUISTO MANICO PER LITROTITORE MECCANICO PLURIUSO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	210.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	3d607021d4d721f68e9c96f55c8c70d8cbd8ba0f	5759914F62	LOTTO 31 ACQUISTO SONDINI MONOUSO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	654.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	871cf8a89fe9b56a90ee19dcc1a0ed8617f2d505	57599415AD	LOTTO 32 ACQUISTO BOCCAGLI MONOUSO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	92.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	03a0fd1bf8e0d521381cc9d72adf139a58a1f6b2	57599637D4	LOTTO 33 ACQUISTO SPAZZOLINO PER PULIZIA INTERNA CANALI ENDOSCOPICI	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	41.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	10c80371c7ae189df638eaab1d9cbfb0da382e78	575999958A	LOTTO 35 ACQUISTO TRAPPOLA RECUPERO POLIPI IN ASPIRAZIONE	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	203.25	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	0c9f991c275fe75c9494b30da5834105fa949b61	57600217B1	LOTTO 36 ACQUISTO PANTALONCINO CON APERTURA POSTERIORE PER COLONOSCOPIA	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	890.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	c9ba69cbb3d81e4d914e6c260cde149744bdd7fb	576003426D	LOTTO 37 ACQUISTO KIT MONOUSO PER TATUAGGIO ENDOSCOPICO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	1851.5	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	62d7c1e4f7ddf7ea1412baff3262d860fd18bee2	57600607E0	LOTTO 39 ACQUISTO PIASTRA PER ELETTROBISTURI	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	474.2	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	1451297ba77f20c115cf908f057afcbb4d5a20dc	5760081934	LOTTO 40 ACQUISTO PINZA BIOPTICA MONOUSO TEFLONATA	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	485.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	30400ef7ad6d1d5a51ef1a365b0a72c5b6e7dd60	5760105D01	LOTTO 41 ACQUISTO PINZA DA BIOPSIA MONOUSO CON CUCCHIAI IN NITILON	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	135.0	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	e36798f3afde66d05a74dd767b76a62275634960	5760128000	LOTTO 42 ACQUISTO ANSA ESAGONALE PLURIFILAMENTO	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	524.4	0.0	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-09-29		2015-01-21
