file_id,source_id,id_lotto,cig,oggetto,sceltaContraente,importoAggiudicazione,Column,importoSommeLiquidate,cfStrutturaProponente,strutturaProponente,dataInizio,dataUltimazione,dataUltimoAggiornamentoDataset,Column 15,
daad42352210213a007836a04f00f709,2570930848,33189a90fde0c9c9b6a1b83c5fcc31ea2dbfbdbd,ZF611F4898,Intervento tecnico per ripristino Personale Computer in dotazione al Poliambulatorio del P.O. di Sciacca.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,81,97,,0,2570930848,ASP di Agrigento,2014-11-27,2014-12-31,2014-12-31,
daad42352210213a007836a04f00f709,2570930848,9bd75b2be425696140536e4894fb1990bd82e0d9,ZF610ED676,ACQUISTO OCCHIALI ANTI X PER U.O. ORTOPEDIA P.O. SCIACCA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,250,,250,2570930848,ASP di Agrigento,2014-09-25,2014-10-10,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,2e2c259bc06d3f665762d053cec5421161b05fb5,ZF60F316F7,FORNITURA DI STERILIZZATRICE A SECCO PER IL CONSULTORIO FAMILIARE DI FAVARA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,468,,468,2570930848,ASP di Agrigento,2014-05-10,2014-05-24,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,cd3150b96e7fcd79e9880500078a24450975394a,ZF60E1BE6C,Riparazione autoclave Mocom Millennium B in dotazione al Poliambulatorio di Cammarata.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,835,16,,835,16,2570930848,ASP di Agrigento,2014-03-03,2014-12-31,2014-12-31
e1fe3e52826c73702068a57bafc986a1,2363280815,fe7bf96805f01eac8dde6701beb5c26a914cb6f2,ZF60B851AC,Nullo,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,4920,,1353,2363280815,ASP di Trapani,2013-10-24,2013-12-13,2015-01-30,,
daad42352210213a007836a04f00f709,2570930848,f625f980d71eb39bac96f7e1d2e54961c8d15549,ZF60A9BD07,procedura negoziata fornitura pulsosimetri uo anestesia po licata,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,678,,678,2570930848,ASP di Agrigento,2013-10-22,2013-11-06,2014-12-31,,
c41b550395b21d3691fc869480e645ab,1825570854,760ef3e816e066d9261f2b995b5bf4c47c938636,ZF609F32C7,FORNITURA DI ATTREZZATURA PER FINI DI OSPITALITA' E MOBILI D'UFFICIO (MEPA),08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,4400,,5324,1825570854,ASP Caltanissetta,2013-07-09,2013-07-31,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,ce8e555480f3339ee3153a89432c7d26d532adaa,ZF5121A05F,ACQUISTO DI SOFTWARE PER U.O. HOSPICE P.O. SGD,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3000,,3000,2570930848,ASP di Agrigento,2014-01-01,2014-01-31,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,e09d2ce2d810b3202515beb0e800c9da94f711c1,ZF511F502B,Intervento tecnico ripristino rete dati/fonia in dotazione al Complesso Operatorio del P.O. di Sciacca.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,434,43,,434,43,2570930848,ASP di Agrigento,2014-11-27,2014-12-31,2014-12-31
dfe86c440eca8cdd61cbd299269dac52,2363280815,0b3567dba792c77946089fc123ed06032bec327e,ZF510E53CA,MATERIALE PSICODIAGNOSTICO,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE DEL BANDO,4747,9,,0,2363280815,ASP di Trapani,2014-11-25,2014-12-23,2015-01-30,
7ef6205993d555649d9a65f0f6109aa9,1151150867,ace54283d918440bdcd83c8c0e46af82bb60bb1e,ZF50E743FD,ANONE SERVICE VENTILATORE POLMONARE-DITTA VIVISOL SRL,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,6085,58,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-24,2014-12-31,2015-01-21,
c41b550395b21d3691fc869480e645ab,1825570854,14f47a6687069d601121c3310059b87b5e66c715,ZF50B189F9,RATIFICA PER LAVORI SULLA RETE TELEFONICA DELL'ASP,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1158,,1401,1825570854,ASP Caltanissetta,2013-08-30,2013-08-30,2014-01-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,2adbf272ae5d67ac8a5911fa4c2d36683a0a6272,ZF40DF5B0D,ACQUISTO SONDE RETTALI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,30000,,108,92,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,
daad42352210213a007836a04f00f709,2570930848,5023dc28d920cdaa3b832e99fa8262a90219e287,ZF40DF523A,FORNITURA DI DEPLIANTS E LOCANDINE PER CORSO ECM GRAVIDANZA GEMELLARE MONOCORIALE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,440,,440,2570930848,ASP di Agrigento,2013-11-13,2013-12-13,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,84801b7c63272962494d98c9e8022fc9f4a7ae6d,ZF30F746CA,Intervento urgente per individuazione e riparazione guasto alla Cabina Elettrica distribuzione energia elettrica Poliambulatorio di Agrigento.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,5714,8,,5714,8,2570930848,ASP di Agrigento,2014-05-29,2014-12-31,2014-12-31
daad42352210213a007836a04f00f709,2570930848,3b84579ec4c41841a41d840cba0a0e0a5d5d3cb9,ZF30E607BD,FORNITURA DI SPETTROMETRO PER LA FISICA SANITARIA DELL'ASP,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,6138,,6138,2570930848,ASP di Agrigento,2014-03-19,2014-03-30,2014-12-31,,
c41b550395b21d3691fc869480e645ab,1825570854,39545ddea9dc68e4d3f6d22cba5a4d0f5c650df6,ZF30CD7608,RATIFICA FORNITURA ARREDI SANITARI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1180,,0,1825570854,ASP Caltanissetta,2013-12-17,2013-12-31,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,f8a904f7c926f58113f5f3d21769c348a146fcff,ZF2125E8B5,Canone per manutenzione orinaria Ascensori periodo mese di ottobre 2014.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,513,2,,0,2570930848,ASP di Agrigento,2014-12-18,2014-12-31,2014-12-31,
7ef6205993d555649d9a65f0f6109aa9,1151150867,1a06775a456d69e8c930401d8543121a8cf34973,ZF21160AA0,APPARECCHIO PEP-MASK,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,301,2,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-10-29,2014-12-31,2015-01-21,
daad42352210213a007836a04f00f709,2570930848,f7aba8f8fc77b88e9e873fcf86acbc3e6baf3910,ZF20F20D29,fornitura gpl per presidio siculiana e consultorio familiare raffadali,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3169,86,,3169,86,2570930848,ASP di Agrigento,2014-03-03,2014-05-19,2014-12-31
daad42352210213a007836a04f00f709,2570930848,9b88a23ff483eeb83cc121294b11c379bfcc1c6f,ZF20E6C7A4,MATERIALE DI CONSUMO PER MICROINFUSORE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3261,,3261,2570930848,ASP di Agrigento,2014-03-21,2014-07-30,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,a8baa5a95eb2670a5ff996778252f07de048fa12,ZF20E36ACA,RACCOLTA TRASPORTO E SMALTIMENTO RIFIUTI SANITARI NON A RISCHIO INFETTIVO.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,26400,,26400,2570930848,ASP di Agrigento,2013-09-01,2013-12-31,2014-12-31,,
c41b550395b21d3691fc869480e645ab,1825570854,31d8a6f2bf42ea075c12617f5017edf7561cbb4c,ZF20CA7222,FORNITURA DI NÃ‚Â° 600 LAME MONOUSO PER MICROTOMO (MEPA),08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1131,,0,1825570854,ASP Caltanissetta,2013-12-23,,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,71bd5474a2e92af688c184d7f119202bb1488887,ZF111C71B3,Intervento tecnico riparazione n.3 Porte in dotazione al rep.di Emodinamica del P.O. di Sciacca.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,466,2,,0,2570930848,ASP di Agrigento,2014-11-18,2014-12-31,2014-12-31,
daad42352210213a007836a04f00f709,2570930848,e6ac18b91deac9e1e6af71c6e4483cf00482e51b,ZF10EEAF0F,RINNOVO CANONE ANNUO DI MANUT.SOFTWARE 626 SUITE PER DIP. DI PREV. ASP,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1328,,1328,2570930848,ASP di Agrigento,2014-03-11,2015-03-10,2014-12-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,d15acc9eda4bb719072f45cc4e3030b28c01a07f,ZF10DF40C0,ACQUISTO GUANTI IN LATTICE STERILI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,30000,,3044,8,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,
7ef6205993d555649d9a65f0f6109aa9,1151150867,2b08d927c9577fa5265a611077bfa4b87cc28fc8,ZF10DDF655,ACQUISTO PIASTRE PER ELETTROBISTURI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,135,,45,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,,
daad42352210213a007836a04f00f709,2570930848,f91765af3659c40be8b4d9d2aaba0be691a8431a,ZF10D48093,Manutenzione straordinaria Impianto Ascensore riservato portatori di handicap matr. AG/95/89 P.O. di Canicatti.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,876,,876,2570930848,ASP di Agrigento,2014-01-13,2014-12-31,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,6ea91161c7af71650d6d09f13ede7e27521b71c4,ZF10D31225,Riparazione Impianto matr. 130/84 P.O. di Ribera.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1314,,1314,2570930848,ASP di Agrigento,2014-01-07,2015-12-31,2014-12-31,,
c41b550395b21d3691fc869480e645ab,1825570854,68ff2a433f5351e4bfecc9f2c6cdbbb26ebe0a90,ZF10A6FAB9,FORNITURA E COLLOCAZIONE DI NÃ‚Â° 3 PORTE INTERNE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1373,,1662,1825570854,ASP Caltanissetta,2013-03-08,,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,e5b16e3b773a9519ff3d7e697b3de90f20f39edd,ZF0103FC28,presidi medico chirurgici per paz. Affetti da carcinoma laringeo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,833,98,,833,98,2570930848,ASP di Agrigento,2014-02-18,2014-02-24,2014-12-31
daad42352210213a007836a04f00f709,2570930848,62504cfa387c20002118a1f0ca26de4eca0539d2,ZF00F1DC94,Intervento tecnico per sostituzione batterie n.3 Defibrillatori marca Nihon Kohden in dotazione al Pronto Soccorso del P.O. Sciacca.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,600,3,,0,2570930848,ASP di Agrigento,2014-05-08,2014-12-31,2014-12-31,
c41b550395b21d3691fc869480e645ab,1825570854,315c894ec70dff0070af676e0209c2279c42c80d,ZF00C76AOB,LAVAGGIO CHIMICO AUTOCLAVE CISA 6410H,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1692,,2047,1825570854,ASP Caltanissetta,2013-06-19,,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,01ffd94cc6a831173f515f43299be90dc9958462,ZEF115641E,Intervento di riparazione letto opertorio in uso alla S.O. di Ostetricia del P.O. San Giovanni di Dio di Agrigento.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,591,6,,591,6,2570930848,ASP di Agrigento,2014-10-21,2014-12-31,2014-12-31
7ef6205993d555649d9a65f0f6109aa9,1151150867,67d77d5f5371dc1975eea8cba59e151243b43242,ZEF0F3DB22,ACQUISTO ELETTROCARDIOGRAFO - PROGETTO 127,01-PROCEDURA APERTA,3344,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-09-26,2014-12-31,2015-01-21,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,55e3269d79ba85e30faaeeb309c83cc617e6daae,ZEF0DF4131,ACQUISTI GUANTI IN VINILE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1760,,4128,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,3126e4c30321f91417beb9cbd0bd8ba37dcfb51b,ZEF0D3B419,ACQUISTO DISPOSITIVI PER UROLOGIA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,3217,2,,1608,6,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-04-29,2014-12-31,2015-01-21
e1fe3e52826c73702068a57bafc986a1,2363280815,440d941aad46e8f29cbd0486c25649202beb9316,ZEF0BEE827,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3540,,3681,6,2363280815,ASP di Trapani,2013-11-01,2014-10-31,2015-01-30,
e1fe3e52826c73702068a57bafc986a1,2363280815,2535c9f5f3ef80cc782487b70e87675119f707d8,ZEF0B91BB9,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,10007,23,,10407,52,2363280815,ASP di Trapani,2013-11-09,2013-11-12,2015-01-30
c41b550395b21d3691fc869480e645ab,1825570854,17736ff76b25070f39d782cd0a66cc991343e799,ZEF0AA4D3B,FORNITURA IN SOMMINISTRAZIONE DI DISPOSITIVI DI LABORATORIO - COLORANTE PER ISTOLOGIA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,163,,0,1825570854,ASP Caltanissetta,2013-07-29,2015-07-29,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,d133f4f8f5f4caa97f74ae4ba65655409ac299b9,ZEF078098F,RIPARAZIONE URGENTE SU APPARECCHIATURA ELETTROMEDICALE STAMPANTE ALSER PER LASTRE DI RADIOLOGIA U.O. RADIOLOGIA P.O. DI SCIACCA - DITTA UFFICIO FACILE FATT. S 89 DEL 12.09.2012.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,487,6,,589,99,2570930848,ASP di Agrigento,2014-01-01,2014-12-31,2014-12-31
daad42352210213a007836a04f00f709,2570930848,3fa6ca04e23886395f72c78d1ece69b4632304fc,ZEE122D646,Manutenzione straordinaria ascensore peer Utenti e Personale Matr. AG/101/89 P.O. di Canicatti,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1003,31,,0,2570930848,ASP di Agrigento,2014-01-01,2014-12-31,2014-12-31,
7ef6205993d555649d9a65f0f6109aa9,1151150867,67276097017950dded0c977609ee6c18bf3ffd9e,ZEE1193465,FORNITURA DI SOFTWARE PER MEDICO COMPETENTE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,10355,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-11-24,2014-12-31,2015-01-21,,
c41b550395b21d3691fc869480e645ab,1825570854,176fd3e380e828ed12484cfe9bb1f1b951c38938,ZEE0CC8B55,ARREDI BAGNO E TENDE VERTICALI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,6349,,0,1825570854,ASP Caltanissetta,2013-12-17,2013-12-31,2014-01-31,,
c41b550395b21d3691fc869480e645ab,1825570854,503b62ae8a61804d86b8448f7a0f3c4d76a9f254,ZEE0864D89,ASSISTENZA ON-LIVE DELL'IMPIANTO DI POSTA PNEUMATICA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,360,,435,1825570854,ASP Caltanissetta,2013-05-30,2013-05-30,2014-01-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,8e42b54451fb6a2fcb874da166c6a1aa1e6ede11,ZED0E8D7BF,FORNITURA DI N.5 LICENZE OFFICE 2013 PRO PLUS,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1840,,1840,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-06-04,2014-12-31,2015-01-21,,
daad42352210213a007836a04f00f709,2570930848,204013f37c05238b631be21d480af8f069e5f1f6,ZED0E7D7D8,ACQUISTO EROGATORE DI PRESSIONE PER IL PTA DI AG,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,135,,135,2570930848,ASP di Agrigento,2013-11-08,2013-11-11,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,7d539837789b14b33582dbeadfaf0a9ade6e346b,ZED0D0C28F,acquisto presidi per pazienti affetti da larincectomia totale,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,5242,2,,5242,2,2570930848,ASP di Agrigento,2013-12-20,2014-01-15,2014-12-31
c41b550395b21d3691fc869480e645ab,1825570854,e2d8ab5db2f45341f7a9affa4a2def68b7cc7d91,ZED0ADEC37,ACCETTAZIONE OFFERTA TELECOM PER FORNITURA IN OPERA DI NÃ‚Â° 3 POSTI OPERATORI NON VEDENTI C/O CENTRALINO TELEFONICO P.O. S. ELIA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,30000,,0,1825570854,ASP Caltanissetta,2013-08-30,2013-11-30,2014-01-31,,
c41b550395b21d3691fc869480e645ab,1825570854,b8952ece949a7bb975f059b02af0295a056cc7d8,ZED0AA49CO,INTERVENTO DI MANUTENZIONE AL GRUPPO DI CONTINUITA' UPS A SERVIZIO DI GRUPPO OPERATORIO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2379,,2879,1825570854,ASP Caltanissetta,2013-05-06,,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,806bf8f14aab9a5a03ea67dd2aa87792447f01da,ZEC11BDF3E,FORNITURA DI GASOLIO PER IL P.O. DI RIBERA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,600,,600,2570930848,ASP di Agrigento,2014-10-30,2014-11-07,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,d79bcfd0da28904283366a4bbce9fdc4bb3a8ac1,ZEC1078021,FORNITURA DI N.10 COPIE DI TESTO DI REGOLAMENTO DI POLIZIA VETERINARIA PER IL DIP.DI PREVENZIONE ASP,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,1450,,1450,2570930848,ASP di Agrigento,2014-08-20,2014-09-01,2014-12-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,75b440527551d6f0e149caaf15ff58c12ed825b4,ZEC0ECBE93,AFFIDAMENTO FORNITURA NEBULIZZATORE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1016,41,,1016,4,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-04-24,2014-12-31,2015-01-21
daad42352210213a007836a04f00f709,2570930848,bff56b812a067649d27a54772dd7925734b914ed,ZEC0DEC2E2,Riparazione EEG Atles Neurotravel in dotazione al Servizio di Neuropsichiatria Infantile.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,914,,914,2570930848,ASP di Agrigento,2014-02-19,2014-12-31,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,d1df94a098f46990979a04e4733ed179230ea547,ZEC0C2EDD1,acquisto presidi per diabetici,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3200,63,,3200,63,2570930848,ASP di Agrigento,2013-10-30,2014-01-15,2014-12-31
e1fe3e52826c73702068a57bafc986a1,2363280815,3882219d2fcc21b16ac9e2825761fd139f51b829,ZEB0DCD184,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1428,,990,8,2363280815,ASP di Trapani,2014-03-01,2015-02-28,2015-01-30,
7ef6205993d555649d9a65f0f6109aa9,1151150867,a2b284239b284923215f64bb36477d428f9fbd80,ZEB0DADF70,ACQUISTO SCANNER PER SERVIZIO MEDICINA LEGALE E FISCALE-(MEPA),06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,1792,,1792,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-02-05,2004-12-31,2015-01-21,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,929285283456102cca46a4ab11829ad95f4d7f44,ZEB0D91399,SEVICE PER ASPIRATORE - DITTA NEDICAIR SRL,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,4219,2,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-01-29,2014-12-31,2015-01-21,
c41b550395b21d3691fc869480e645ab,1825570854,8fc14c8cb9e04b2cc9d1c5cc6e759649b8d24651,ZEB0C01FD8,RATIFICA PER REDAZIONE PROGETTO ESECUTIVO IMPIANTO ELETTRICO DEL CUP P.O. S.ELIA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,495,,600,1825570854,ASP Caltanissetta,2013-11-27,2013-12-27,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,17b82528821e07c3d0233c25f85dd127c154039a,ZEB0B12C18,acquisto presidi per fibrosi cistica,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,223,15,,223,15,2570930848,ASP di Agrigento,2013-07-31,2014-01-15,2014-12-31
daad42352210213a007836a04f00f709,2570930848,dfe14e87752bf74f14020f0bce16d0dca26f4910,ZEA11562C5,Intervento di manutenzione Congelatore scientifico in uso al P.O. San Giovanni di Dio di Agrigento.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,737,4,,737,4,2570930848,ASP di Agrigento,2014-10-21,2014-12-31,2014-12-31
daad42352210213a007836a04f00f709,2570930848,ff43452b4a30daad5050e6901eb621c88cbf8620,ZEA0E2E24F,Riparazione Lampada a fessura in dotazione al poliambulatorio di Canicatti.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,765,8,,765,8,2570930848,ASP di Agrigento,2014-03-06,2014-12-31,2014-12-31
daad42352210213a007836a04f00f709,2570930848,968c7686b45cb6275ed58724445b13d860f43f97,ZEA0DFEA72,materiale di consumo per microinfusore,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3118,93,,3118,93,2570930848,ASP di Agrigento,2013-04-19,2013-04-23,2014-12-31
7ef6205993d555649d9a65f0f6109aa9,1151150867,a5d658a25303e1e1b24b35b287e9cf550f9f887b,ZEA0DDB3BC,ACQUISTO COPRICAPO IN TNT,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,30000,,265,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,,
